source,target,edge_type,weight
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_622,sponsor_match_exposure,3.31
team:Mexico,match_623,team_match,0.586
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_623,sponsor_match_exposure,3.694
team:Turkey,match_624,team_match,0.557
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_624,sponsor_match_exposure,3.515
team:Belgium,match_625,team_match,0.783
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_625,sponsor_match_exposure,3.905
team:Japan,match_626,team_match,0.492
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_626,sponsor_match_exposure,3.972
team:South Korea,match_627,team_match,0.421
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_627,sponsor_match_exposure,3.149
team:Poland,match_628,team_match,0.554
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_628,sponsor_match_exposure,3.743
team:Denmark,match_629,team_match,0.618
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_629,sponsor_match_exposure,3.588
team:Germany,match_630,team_match,0.681
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_630,sponsor_match_exposure,4.08
team:Spain,match_631,team_match,0.625
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_631,sponsor_match_exposure,3.877
team:Sweden,match_632,team_match,0.634
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_632,sponsor_match_exposure,3.737
team:Brazil,match_633,team_match,0.625
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_633,sponsor_match_exposure,4.184
team:Mexico,match_634,team_match,0.596
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_634,sponsor_match_exposure,3.737
team:Japan,match_635,team_match,0.428
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_635,sponsor_match_exposure,3.778
team:South Korea,match_636,team_match,0.476
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_636,sponsor_match_exposure,3.247
team:England,match_637,team_match,0.635
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_637,sponsor_match_exposure,3.549
team:Germany,match_638,team_match,0.671
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_638,sponsor_match_exposure,4.103
team:South Korea,match_639,team_match,0.477
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_639,sponsor_match_exposure,3.275
team:Senegal,match_640,team_match,0.342
sponsor:Budweiser,team:Senegal,sponsor_team_panel,0.771
sponsor:Budweiser,match_640,sponsor_match_exposure,3.367
team:South Korea,match_641,team_match,0.437
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_641,sponsor_match_exposure,3.121
team:Brazil,match_642,team_match,0.571
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_642,sponsor_match_exposure,4.035
team:South Korea,match_643,team_match,0.546
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_643,sponsor_match_exposure,3.404
team:Germany,match_644,team_match,0.713
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_644,sponsor_match_exposure,4.085
team:Germany,match_645,team_match,0.755
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_645,sponsor_match_exposure,4.245
team:Poland,match_646,team_match,0.549
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_646,sponsor_match_exposure,3.723
team:Argentina,match_647,team_match,0.656
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_647,sponsor_match_exposure,4.12
team:England,match_648,team_match,0.605
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_648,sponsor_match_exposure,3.533
team:Trinidad and Tobago,match_649,team_match,0.238
sponsor:Mengniu,team:Trinidad and Tobago,sponsor_team_panel,0.402
sponsor:Mengniu,match_649,sponsor_match_exposure,2.699
team:Angola,match_650,team_match,0.223
sponsor:Vivo,team:Angola,sponsor_team_panel,0.364
sponsor:Vivo,match_650,sponsor_match_exposure,2.844
team:Mexico,match_651,team_match,0.655
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_651,sponsor_match_exposure,3.89
team:Serbia,match_652,team_match,0.507
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_652,sponsor_match_exposure,3.155
team:Australia,match_653,team_match,0.357
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_653,sponsor_match_exposure,3.636
team:Italy,match_654,team_match,0.416
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_654,sponsor_match_exposure,3.619
team:United States,match_655,team_match,0.474
sponsor:Vivo,team:United States,sponsor_team_panel,0.432
sponsor:Vivo,match_655,sponsor_match_exposure,3.151
team:Brazil,match_656,team_match,0.583
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_656,sponsor_match_exposure,4.067
team:France,match_657,team_match,0.62
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_657,sponsor_match_exposure,3.669
team:South Korea,match_658,team_match,0.456
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_658,sponsor_match_exposure,3.229
team:Germany,match_659,team_match,0.696
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_659,sponsor_match_exposure,4.143
team:Spain,match_660,team_match,0.654
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_660,sponsor_match_exposure,3.885
team:Tunisia,match_661,team_match,0.497
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_661,sponsor_match_exposure,3.781
team:Ecuador,match_662,team_match,0.484
sponsor:McDonald's,team:Ecuador,sponsor_team_panel,0.347
sponsor:McDonald's,match_662,sponsor_match_exposure,3.362
team:England,match_663,team_match,0.617
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_663,sponsor_match_exposure,3.597
team:Sweden,match_664,team_match,0.597
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_664,sponsor_match_exposure,3.703
team:Argentina,match_665,team_match,0.707
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_665,sponsor_match_exposure,4.193
team:Mexico,match_666,team_match,0.565
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_666,sponsor_match_exposure,3.751
team:Netherlands,match_667,team_match,0.548
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_667,sponsor_match_exposure,3.739
team:Czech Republic,match_668,team_match,0.283
sponsor:Coca-Cola,team:Czech Republic,sponsor_team_panel,0.71
sponsor:Coca-Cola,match_668,sponsor_match_exposure,3.298
team:Italy,match_669,team_match,0.416
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_669,sponsor_match_exposure,3.597
team:Portugal,match_670,team_match,0.49
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_670,sponsor_match_exposure,3.377
team:Brazil,match_671,team_match,0.586
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_671,sponsor_match_exposure,4.094
team:France,match_672,team_match,0.637
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_672,sponsor_match_exposure,3.705
team:Japan,match_673,team_match,0.381
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_673,sponsor_match_exposure,3.638
team:Saudi Arabia,match_674,team_match,0.515
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_674,sponsor_match_exposure,3.615
team:Spain,match_675,team_match,0.647
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_675,sponsor_match_exposure,3.89
team:Togo,match_676,team_match,0.335
sponsor:Vivo,team:Togo,sponsor_team_panel,0.368
sponsor:Vivo,match_676,sponsor_match_exposure,3.085
team:Costa Rica,match_677,team_match,0.553
sponsor:Visa,team:Costa Rica,sponsor_team_panel,0.76
sponsor:Visa,match_677,sponsor_match_exposure,3.509
team:Germany,match_678,team_match,0.702
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_678,sponsor_match_exposure,4.131
team:Paraguay,match_679,team_match,0.444
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_679,sponsor_match_exposure,3.86
team:Sweden,match_680,team_match,0.677
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_680,sponsor_match_exposure,3.827
team:Iran,match_681,team_match,0.44
sponsor:Visa,team:Iran,sponsor_team_panel,0.732
sponsor:Visa,match_681,sponsor_match_exposure,3.524
team:Ivory Coast,match_682,team_match,0.395
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_682,sponsor_match_exposure,3.667
team:Netherlands,match_683,team_match,0.537
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_683,sponsor_match_exposure,3.697
team:Portugal,match_684,team_match,0.502
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_684,sponsor_match_exposure,3.377
team:Croatia,match_685,team_match,0.722
sponsor:Hisense,team:Croatia,sponsor_team_panel,0.731
sponsor:Hisense,match_685,sponsor_match_exposure,3.82
team:Czech Republic,match_686,team_match,0.337
sponsor:Coca-Cola,team:Czech Republic,sponsor_team_panel,0.71
sponsor:Coca-Cola,match_686,sponsor_match_exposure,3.37
team:Ghana,match_687,team_match,0.392
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_687,sponsor_match_exposure,3.045
team:Japan,match_688,team_match,0.479
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_688,sponsor_match_exposure,3.702
team:Saudi Arabia,match_689,team_match,0.442
sponsor:Visa,team:Saudi Arabia,sponsor_team_panel,0.698
sponsor:Visa,match_689,sponsor_match_exposure,3.426
team:Switzerland,match_690,team_match,0.542
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_690,sponsor_match_exposure,3.824
team:Togo,match_691,team_match,0.276
sponsor:Vivo,team:Togo,sponsor_team_panel,0.368
sponsor:Vivo,match_691,sponsor_match_exposure,2.967
team:Ukraine,match_692,team_match,0.328
sponsor:Qatar Airways,team:Ukraine,sponsor_team_panel,0.4
sponsor:Qatar Airways,match_692,sponsor_match_exposure,3.135
team:Argentina,match_693,team_match,0.648
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_693,sponsor_match_exposure,4.113
team:Germany,match_694,team_match,0.705
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_694,sponsor_match_exposure,4.174
team:England,match_695,team_match,0.637
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_695,sponsor_match_exposure,3.584
team:Portugal,match_696,team_match,0.464
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_696,sponsor_match_exposure,3.279
team:Italy,match_697,team_match,0.391
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_697,sponsor_match_exposure,3.565
team:Switzerland,match_698,team_match,0.541
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_698,sponsor_match_exposure,3.834
team:Brazil,match_699,team_match,0.614
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_699,sponsor_match_exposure,4.116
team:Spain,match_700,team_match,0.698
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_700,sponsor_match_exposure,3.959
team:Germany,match_701,team_match,0.725
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_701,sponsor_match_exposure,4.152
team:Italy,match_702,team_match,0.434
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_702,sponsor_match_exposure,3.633
team:Brazil,match_703,team_match,0.639
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_703,sponsor_match_exposure,4.124
team:England,match_704,team_match,0.575
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_704,sponsor_match_exposure,3.443
team:Germany,match_705,team_match,0.704
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_705,sponsor_match_exposure,4.136
team:Portugal,match_706,team_match,0.491
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_706,sponsor_match_exposure,3.33
team:Germany,match_707,team_match,0.719
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_707,sponsor_match_exposure,4.153
team:Italy,match_708,team_match,0.417
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_708,sponsor_match_exposure,3.552
team:South Africa,match_709,team_match,0.438
sponsor:Qatar Airways,team:South Africa,sponsor_team_panel,0.519
sponsor:Qatar Airways,match_709,sponsor_match_exposure,3.081
team:Uruguay,match_710,team_match,0.655
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_710,sponsor_match_exposure,3.569
team:Argentina,match_711,team_match,0.653
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_711,sponsor_match_exposure,4.126
team:England,match_712,team_match,0.646
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_712,sponsor_match_exposure,3.607
team:South Korea,match_713,team_match,0.44
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_713,sponsor_match_exposure,3.129
team:Algeria,match_714,team_match,0.412
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_714,sponsor_match_exposure,3.314
team:Germany,match_715,team_match,0.761
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_715,sponsor_match_exposure,4.253
team:Serbia,match_716,team_match,0.519
sponsor:Vivo,team:Serbia,sponsor_team_panel,0.481
sponsor:Vivo,match_716,sponsor_match_exposure,3.207
team:Italy,match_717,team_match,0.383
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_717,sponsor_match_exposure,3.523
team:Japan,match_718,team_match,0.458
sponsor:Adidas,team:Japan,sponsor_team_panel,0.859
sponsor:Adidas,match_718,sponsor_match_exposure,3.827
team:Netherlands,match_719,team_match,0.555
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_719,sponsor_match_exposure,3.784
team:Brazil,match_720,team_match,0.622
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_720,sponsor_match_exposure,4.146
team:Ivory Coast,match_721,team_match,0.35
sponsor:Budweiser,team:Ivory Coast,sponsor_team_panel,0.673
sponsor:Budweiser,match_721,sponsor_match_exposure,3.562
team:New Zealand,match_722,team_match,0.339
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_722,sponsor_match_exposure,2.866
team:Honduras,match_723,team_match,0.296
sponsor:Visa,team:Honduras,sponsor_team_panel,0.694
sponsor:Visa,match_723,sponsor_match_exposure,2.972
team:South Africa,match_724,team_match,0.481
sponsor:Qatar Airways,team:South Africa,sponsor_team_panel,0.519
sponsor:Qatar Airways,match_724,sponsor_match_exposure,3.148
team:Spain,match_725,team_match,0.668
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_725,sponsor_match_exposure,3.9
team:Argentina,match_726,team_match,0.74
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_726,sponsor_match_exposure,4.279
team:France,match_727,team_match,0.631
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_727,sponsor_match_exposure,3.669
team:Greece,match_728,team_match,0.4
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_728,sponsor_match_exposure,3.408
team:England,match_729,team_match,0.625
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_729,sponsor_match_exposure,3.564
team:Germany,match_730,team_match,0.678
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_730,sponsor_match_exposure,4.056
team:Slovenia,match_731,team_match,0.407
sponsor:Vivo,team:Slovenia,sponsor_team_panel,0.283
sponsor:Vivo,match_731,sponsor_match_exposure,3.216
team:Cameroon,match_732,team_match,0.41
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_732,sponsor_match_exposure,3.29
team:Ghana,match_733,team_match,0.374
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
sponsor:Mengniu,match_733,sponsor_match_exposure,3.026
team:Netherlands,match_734,team_match,0.531
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_734,sponsor_match_exposure,3.728
team:Brazil,match_735,team_match,0.666
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_735,sponsor_match_exposure,4.219
team:Italy,match_736,team_match,0.424
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_736,sponsor_match_exposure,3.652
team:Slovakia,match_737,team_match,0.286
sponsor:Mengniu,team:Slovakia,sponsor_team_panel,0.312
sponsor:Mengniu,match_737,sponsor_match_exposure,3.107
team:Chile,match_738,team_match,0.557
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_738,sponsor_match_exposure,3.7
team:Portugal,match_739,team_match,0.609
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_739,sponsor_match_exposure,3.554
team:Spain,match_740,team_match,0.648
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_740,sponsor_match_exposure,3.951
team:Greece,match_741,team_match,0.372
sponsor:Budweiser,team:Greece,sponsor_team_panel,0.736
sponsor:Budweiser,match_741,sponsor_match_exposure,3.282
team:Mexico,match_742,team_match,0.654
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_742,sponsor_match_exposure,3.853
team:Nigeria,match_743,team_match,0.386
sponsor:Coca-Cola,team:Nigeria,sponsor_team_panel,0.705
sponsor:Coca-Cola,match_743,sponsor_match_exposure,3.478
team:South Africa,match_744,team_match,0.483
sponsor:Qatar Airways,team:South Africa,sponsor_team_panel,0.519
sponsor:Qatar Airways,match_744,sponsor_match_exposure,3.13
team:Australia,match_745,team_match,0.367
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_745,sponsor_match_exposure,3.651
team:Ghana,match_746,team_match,0.359
sponsor:Mengniu,team:Ghana,sponsor_team_panel,0.435
